SEQUENCIA,NU_INSCRICAO,NO_MUNICIPIO_RESIDENCIA,NU_IDADE,TP_ESTADO_CIVIL,TP_COR_RACA,IN_TREINEIRO,TP_SEXO,TP_NACIONALIDADE,TP_ESCOLA,TP_ENSINO,TP_LINGUA,CO_ESCOLA,NO_MUNICIPIO_ESC,SG_UF_ESC,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,NU_NOTA_ENEM,Q024,Q025
5939,190002920365,São José da Laje,18,1,0,0,F,1,2,1,0,27023583,São José da Laje,AL,União dos Palmares,AL,"409,1","469,8","463,7","439,8",300,"416,48",A,B
5940,190002920368,Arapiraca,18,1,3,0,M,1,2,1,0,27016382,Arapiraca,AL,Arapiraca,AL,"499,9","484,5","490,3","608,7",400,"496,68",A,B
5941,190002920370,Girau do Ponciano,18,1,3,0,F,1,2,1,0,27018962,Girau do Ponciano,AL,Girau do Ponciano,AL,"465,4","462,5","488,8","481,3",580,"495,6",A,B
5942,190002920378,Arapiraca,18,1,3,0,F,1,3,1,0,27235009,Arapiraca,AL,Arapiraca,AL,"525,9","590,8","593,9","558,5",780,"609,82",C,B
5943,190002920388,Traipu,18,1,2,0,F,1,2,1,1,27220087,Girau do Ponciano,AL,Girau do Ponciano,AL,"393,1","401,6","463,8","442,2",600,"460,14",A,A
5944,190002920418,Feira Grande,19,1,3,0,M,1,2,1,0,27018350,Feira Grande,AL,Arapiraca,AL,"486,9","484,9","472,1","450,1",660,"510,8",A,A
5945,190002920419,Maceió,18,1,2,0,M,1,2,1,0,27036022,Maceió,AL,Maceió,AL,"390,7","530,4","490,2","428,1",640,"495,88",A,B
5946,190002920423,Jacaré dos Homens,18,1,4,0,F,1,2,1,1,27009904,Jacaré dos Homens,AL,Batalha,AL,363,"434,6","388,3","438,4",360,"396,86",A,B
5947,190002920424,Maceió,18,1,1,0,M,1,3,1,1,27040917,Rio Largo,AL,Maceió,AL,"511,6","606,2","570,7","557,3",840,"617,16",A,B
5948,190002920428,Maceió,17,1,3,0,F,1,3,1,0,27327019,Maceió,AL,Maceió,AL,"470,5","607,8","572,5","386,4",740,"555,44",A,A
5949,190002920429,Junqueiro,18,1,1,0,M,1,2,1,0,27043436,Junqueiro,AL,Teotônio Vilela,AL,"605,9",594,631,"651,1",800,"656,4",A,A
5950,190002920435,Santana do Mundaú,17,1,1,0,F,1,2,1,1,27023516,Santana do Mundaú,AL,União dos Palmares,AL,"564,3","473,2","547,3","527,7",840,"590,5",A,B
5951,190002920438,Mata Grande,17,1,3,0,M,1,2,1,1,27002020,Mata Grande,AL,Delmiro Gouveia,AL,"425,2","384,2","440,3","423,5",600,"454,64",A,A
5952,190002920443,Traipu,17,1,3,0,M,1,2,1,0,27022200,Traipu,AL,Traipu,AL,"577,9","559,1","528,1","603,6",660,"585,74",A,A
5953,190002920445,Penedo,18,1,2,0,M,1,2,1,1,27047830,Penedo,AL,Penedo,AL,"474,8","543,2","570,3",525,560,"534,66",A,A
5954,190002920448,Maceió,17,1,3,0,F,1,2,1,1,27036553,Maceió,AL,Maceió,AL,"501,7","409,8","442,4","423,3",600,"475,44",B,B
5955,190002920452,Maceió,17,1,3,0,F,1,2,1,1,27036022,Maceió,AL,Maceió,AL,"481,3","455,9","471,5","474,5",560,"488,64",B,B
5956,190002920457,Maceió,17,1,1,0,M,1,3,1,1,27220885,Maceió,AL,Maceió,AL,"545,7",580,"560,1","729,3",880,"659,02",B,B
5957,190002920461,União dos Palmares,18,1,3,0,F,1,2,1,0,27025047,União dos Palmares,AL,União dos Palmares,AL,355,"344,5","512,7","403,1",280,"379,06",A,B
5958,190002920464,Palmeira dos Índios,18,1,3,0,M,1,2,1,0,27014002,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"473,3","469,7","482,7","431,2",560,"483,38",A,A
5959,190002920465,Penedo,18,1,3,0,F,1,2,1,1,27047830,Penedo,AL,Penedo,AL,"483,7","446,5","500,5","547,7",880,"571,68",B,A
5960,190002920490,Capela,17,1,1,0,F,1,2,1,1,27027457,Capela,AL,Viçosa,AL,"398,1","493,7","508,3","458,3",460,"463,68",A,B
5961,190002920497,Pariconha,17,1,5,0,F,1,2,1,0,27003108,Pariconha,AL,Água Branca,AL,"421,1","473,9","490,5","361,1",580,"465,32",A,A
5962,190002920498,Maceió,18,1,2,0,F,1,3,1,0,27034780,Maceió,AL,Maceió,AL,"533,2","599,5","582,5","456,8",620,"558,4",B,B
5963,190002920504,Igreja Nova,17,1,3,0,M,1,2,1,1,27044866,Igreja Nova,AL,Penedo,AL,"477,3","449,3","533,3","580,1",560,520,B,B
5964,190002920505,Maceió,17,1,3,0,F,1,2,1,0,27216608,Maceió,AL,Maceió,AL,"512,3","563,7",591,"600,9",600,"573,58",A,B
5965,190002920508,São José da Laje,18,1,3,0,M,1,2,1,0,27023583,São José da Laje,AL,União dos Palmares,AL,"356,7","533,2","442,5","419,8",580,"466,44",A,A
5966,190002920706,Piranhas,19,1,3,0,F,1,2,1,1,27047628,Piranhas,AL,Canindé de São Francisco,SE,"515,5","541,3","469,6","424,6",960,"582,2",B,B
5967,190002923569,Maceió,17,1,1,0,M,1,3,1,1,27051889,Maceió,AL,Maceió,AL,474,"548,5","564,7","672,9",820,"616,02",B,B
5968,190002923572,Palmeira dos Índios,18,1,1,0,F,1,2,1,0,27215830,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"589,8","582,9","599,2","714,5",940,"685,28",C,B
5969,190002923573,Anadia,17,1,3,0,F,1,2,1,0,27037223,Maceió,AL,Boca da Mata,AL,"459,6","419,3","493,6",500,680,"510,5",A,A
5970,190002923581,Poço das Trincheiras,16,1,2,0,M,1,2,1,0,27225259,Santana do Ipanema,AL,Santana do Ipanema,AL,"489,4","490,2","471,6","505,3",540,"499,3",A,B
5971,190002923582,Igaci,16,1,3,0,M,1,2,1,0,27012611,Igaci,AL,Igaci,AL,"408,7",370,"325,4","544,4",0,"329,7",A,B
5972,190002923592,Maceió,18,1,1,0,F,1,3,1,0,27218180,Maceió,AL,Maceió,AL,"590,6","629,8","627,4","611,2",840,"659,8",B,B
5973,190002923607,Ibateguara,18,1,3,0,F,1,2,1,1,27022838,Ibateguara,AL,União dos Palmares,AL,"425,8","474,1","478,9","425,1",580,"476,78",A,A
5974,190002923609,Maceió,17,1,3,0,M,1,2,1,0,27036782,Maceió,AL,Maceió,AL,456,"571,5","433,5","405,2",620,"497,24",A,B
5975,190002923616,Porto de Pedras,17,1,4,0,F,1,2,1,1,27033384,Porto de Pedras,AL,Porto Calvo,AL,"393,8","469,5","510,5","454,7",460,"457,7",A,B
5976,190002923625,Coruripe,18,1,3,0,F,1,2,1,0,27050572,Coruripe,AL,Coruripe,AL,"575,6","556,3","592,2",580,760,"612,82",B,B
5977,190002923626,Arapiraca,18,1,3,0,F,1,2,1,0,27016447,Arapiraca,AL,Arapiraca,AL,"476,8","382,6",407,476,440,"436,48",A,A
5978,190002923631,Coruripe,18,1,3,0,F,1,2,1,0,27050572,Coruripe,AL,Coruripe,AL,"531,1","546,9",481,"529,7",740,"565,74",A,B
5979,190002923642,Maceió,17,0,1,0,M,1,2,1,0,27036685,Maceió,AL,Maceió,AL,"619,5","573,5","562,1","671,8",680,"621,38",B,B
5980,190002923660,Cajueiro,17,1,3,0,M,1,2,1,1,27026744,Cajueiro,AL,Viçosa,AL,"417,4","495,4","357,6","411,8",600,"456,44",A,A
5981,190002923667,Maceió,18,1,3,0,F,1,2,1,0,27216608,Maceió,AL,Maceió,AL,"431,5","527,4","462,4",389,540,"470,06",A,B
5982,190002923668,Maceió,18,1,3,0,F,1,2,1,0,27036782,Maceió,AL,Maceió,AL,"424,4","512,4",473,"390,1",660,"491,98",A,A
5983,190002923670,Coruripe,19,1,3,0,M,1,2,1,1,27050572,Coruripe,AL,Coruripe,AL,"515,3","418,5","453,4","388,4",720,"499,12",A,A
5984,190002923674,Cajueiro,17,1,3,0,M,1,2,1,1,27026744,Cajueiro,AL,Viçosa,AL,"368,9","476,7","463,2","515,8",780,"520,92",A,B
5985,190002923680,Arapiraca,16,1,3,0,F,1,3,1,0,27227189,Arapiraca,AL,Arapiraca,AL,"496,5","575,9","546,5","573,3",620,"562,44",B,B
5986,190002923686,Maceió,19,1,3,0,M,1,2,1,0,27038734,Maceió,AL,Maceió,AL,"458,2","390,7","345,8","408,8",460,"412,7",A,B
5987,190002923688,Ouro Branco,18,1,3,0,F,1,2,1,1,27005577,Ouro Branco,AL,Santana do Ipanema,AL,"374,3","429,9",399,"411,8",320,387,A,A
5988,190002923691,Maceió,17,1,3,0,F,1,2,1,1,27216608,Maceió,AL,Maceió,AL,"338,7","435,7","503,5","403,8",520,"440,34",A,A
5989,190002923692,Rio Largo,18,1,3,0,F,1,2,1,1,27040607,Rio Largo,AL,Rio Largo,AL,"347,8","369,3",432,373,0,"304,42",A,B
5990,190002923702,Porto de Pedras,19,1,3,0,M,1,2,1,1,27033384,Porto de Pedras,AL,Porto Calvo,AL,"422,3",368,"485,8","381,2",440,"419,46",A,B
5991,190002923706,Palmeira dos Índios,17,1,3,0,F,1,2,1,0,27215830,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"382,8","571,1","546,3","536,8",700,"547,4",A,B
5992,190002923716,Maceió,17,1,1,0,F,1,3,1,1,27220885,Maceió,AL,Maceió,AL,"488,7","581,7","570,8","495,4",980,"623,32",D,B
5993,190002923722,São Sebastião,18,1,3,0,F,1,2,1,1,27020320,São Sebastião,AL,Arapiraca,AL,"443,9","496,3","566,2","487,2",600,"518,72",B,B
5994,190002923731,Viçosa,17,1,3,0,M,1,2,1,1,27025080,Viçosa,AL,Viçosa,AL,"451,6",472,"391,7","507,1",720,"508,48",A,A
5995,190002923734,Maceió,19,1,3,0,M,1,2,1,0,27035948,Maceió,AL,Maceió,AL,"494,7","472,2","458,6","616,5",520,"512,4",A,B
5996,190002923737,Maceió,17,1,1,0,F,1,3,1,0,27320022,Maceió,AL,Maceió,AL,"479,3","567,2","538,3","595,2",600,556,B,B
5997,190002923740,Maceió,18,1,2,0,F,1,2,1,1,27035646,Maceió,AL,Maceió,AL,"468,6","480,4","517,8","403,5",520,"478,06",B,B
5998,190002923743,Maceió,18,3,3,0,F,1,2,1,0,27036685,Maceió,AL,Maceió,AL,"401,5","559,7",558,"391,6",740,"530,16",A,B
5999,190002923752,Palmeira dos Índios,17,1,3,0,M,1,2,1,0,27014037,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"482,4","551,1","520,8","443,8",320,"463,62",B,B
6000,190002923753,Atalaia,17,1,3,0,F,1,3,1,1,27352013,Atalaia,AL,Atalaia,AL,"421,1","486,1","484,6","420,8",620,"486,52",A,A
6001,190002923757,Maceió,18,1,3,0,M,1,2,1,0,27036685,Maceió,AL,Maceió,AL,"531,6","535,9","508,1","435,5",620,"526,22",A,B
6002,190002923759,Batalha,19,1,3,0,M,1,2,1,1,27047636,Arapiraca,AL,Batalha,AL,"643,1","667,6","631,2","813,9",880,"727,16",A,A
6003,190002923773,Maceió,17,1,1,0,F,1,3,1,0,27225984,Maceió,AL,Maceió,AL,"520,6","577,3",558,"558,3",760,"594,84",B,B
6004,190002923778,Igaci,17,1,3,0,M,1,2,1,0,27012620,Igaci,AL,Igaci,AL,"441,4","371,5","430,4","497,6",640,"476,18",A,A
6005,190002923799,Maceió,17,1,3,0,M,2,2,1,1,27225968,Maceió,AL,Maceió,AL,"349,2","487,2","436,9","421,5",480,"434,96",A,A
6006,190002923803,Maceió,18,1,3,0,F,1,2,1,0,27036782,Maceió,AL,Maceió,AL,"423,8","472,6","511,5","374,1",620,"480,4",B,B
6007,190002923805,Maceió,17,1,2,0,M,1,2,1,1,27036448,Maceió,AL,Maceió,AL,"386,3","386,2",451,"395,2",580,"439,74",A,B
6008,190002923811,Palmeira dos Índios,18,1,1,0,F,1,2,1,0,27014959,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"407,6",451,"391,1","396,9",640,"457,32",A,B
6009,190002923816,Maceió,18,1,3,0,F,1,2,1,0,27034836,Maceió,AL,Maceió,AL,"414,5","452,7","509,9","409,1",900,"537,24",A,B
6010,190002923830,Maceió,17,1,2,0,M,1,3,1,1,27047520,Maceió,AL,Maceió,AL,"437,7","579,3","522,1","543,1",680,"552,44",B,B
6011,190002923834,Palmeira dos Índios,26,1,3,0,F,1,2,1,0,27014029,Palmeira dos Índios,AL,Palmeira dos Índios,AL,338,"558,3","467,1","468,4",460,"458,36",A,B
6012,190002923836,Arapiraca,19,3,3,0,F,1,2,1,0,27016412,Arapiraca,AL,Arapiraca,AL,"359,7","469,4",446,"415,2",480,"434,06",A,A
6013,190002923842,Maceió,19,1,1,0,F,1,2,1,1,27036022,Maceió,AL,Maceió,AL,"373,4","371,6","454,4","412,2",0,"322,32",A,B
6014,190002923846,Maceió,17,1,1,0,F,1,2,1,1,27321029,Maceió,AL,Rio Largo,AL,"428,5",434,"491,7","498,8",460,"462,6",B,B
6015,190002923857,Igaci,19,1,3,0,M,1,2,1,0,27012620,Igaci,AL,Igaci,AL,"367,7","423,5",443,"369,9",320,"384,82",A,A
6016,190002923863,Passo de Camaragibe,17,1,3,0,F,1,2,1,0,27033210,Passo de Camaragibe,AL,São Luís do Quitunde,AL,378,"479,7","378,6","401,7",460,"419,6",A,B
6017,190002923867,São Miguel dos Campos,17,1,3,0,M,1,2,1,1,27043622,São Miguel dos Campos,AL,São Miguel dos Campos,AL,"582,6","590,6","572,9","414,7",560,"544,16",B,B
6018,190002923874,Maceió,18,1,5,0,F,1,2,1,0,27226271,Maceió,AL,Maceió,AL,"448,8","561,3","546,7","541,5",780,"575,66",A,B
6019,190002923876,Maceió,17,1,3,0,F,1,3,1,0,27220885,Maceió,AL,Maceió,AL,"510,4","566,5","591,7","526,3",720,"582,98",C,B
6020,190002923877,Mata Grande,18,1,3,0,M,1,2,1,1,27002020,Mata Grande,AL,Delmiro Gouveia,AL,"348,2","386,4","460,5","421,5",480,"419,32",A,A
6021,190002923893,Arapiraca,17,1,3,0,F,1,2,1,1,27016510,Arapiraca,AL,Arapiraca,AL,"410,9","365,5","470,4","400,1",500,"429,38",A,B
6022,190002923895,Canapi,18,1,3,0,M,1,2,1,0,27001237,Canapi,AL,Santana do Ipanema,AL,"486,2","538,4",553,"502,6",600,"536,04",A,A
6023,190002923897,Maceió,19,1,2,0,M,1,2,1,0,27226271,Maceió,AL,Maceió,AL,480,"373,8","461,3","519,3",580,"482,88",B,B
6024,190002923900,Lagoa da Canoa,18,1,3,0,F,1,2,1,1,27019608,Lagoa da Canoa,AL,Girau do Ponciano,AL,"430,8","351,1","453,7","476,4",560,"454,4",B,B
6025,190002923903,São Miguel dos Campos,18,1,3,0,F,1,2,1,1,27043622,São Miguel dos Campos,AL,São Miguel dos Campos,AL,"396,7","390,3","489,4","509,3",320,"421,14",A,A
6026,190002923904,Maceió,20,1,3,0,M,1,2,1,1,27038637,Maceió,AL,Maceió,AL,"461,9","369,2",347,424,460,"412,42",A,B
6027,190002923913,Maceió,19,1,2,0,M,1,2,1,0,27038483,Maceió,AL,Maceió,AL,"517,5","611,5",575,"437,3",620,"552,26",B,B
6028,190002923916,Palmeira dos Índios,19,1,3,0,M,1,2,1,0,27014037,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"441,4","398,6","365,3","423,6",220,"369,78",B,B
6029,190002923920,São Miguel dos Campos,20,1,3,0,F,1,2,1,1,27051617,São Miguel dos Campos,AL,São Miguel dos Campos,AL,"425,6","473,7","490,5",407,520,"463,36",B,B
6030,190002923925,Taquarana,18,1,3,0,F,1,2,1,1,27020819,Taquarana,AL,Arapiraca,AL,"404,3","460,9","489,3","449,7",560,"472,84",A,B
6031,190002923930,Taquarana,18,1,1,0,F,1,2,1,0,27020819,Taquarana,AL,Arapiraca,AL,447,"469,9","497,6","436,8",440,"458,26",A,A
6032,190002923931,Maceió,19,1,5,0,M,1,2,1,0,27036987,Maceió,AL,Maceió,AL,"439,7","410,4",415,"433,8",240,"387,78",A,A
6033,190002923932,Maravilha,18,1,3,0,F,1,2,1,1,27005224,Maravilha,AL,Santana do Ipanema,AL,"385,8",447,"518,1","382,6",600,"466,7",A,A
6034,190002923937,Lagoa da Canoa,18,1,3,0,M,1,2,1,0,27019608,Lagoa da Canoa,AL,Girau do Ponciano,AL,"451,9","534,7",510,"579,8",700,"555,28",A,A
6035,190002924259,Piranhas,19,1,3,0,F,1,2,1,0,27047628,Piranhas,AL,Canindé de São Francisco,SE,"531,3","518,7","504,1","450,7",640,"528,96",A,B
6036,190002926793,Maragogi,17,1,5,0,F,1,2,1,1,27032566,Maragogi,AL,Barreiros,PE,"456,8","498,8","488,4","580,3",680,"540,86",B,B
6037,190002926949,Maceió,17,1,3,0,M,1,3,1,0,27218180,Maceió,AL,Maceió,AL,"648,6",643,"609,7","839,4",940,"736,14",B,B
6038,190002926955,Arapiraca,17,1,3,0,F,1,2,1,0,27047636,Arapiraca,AL,Arapiraca,AL,"561,2",605,"559,8","638,2",680,"608,84",B,B
6039,190002926958,Maceió,17,1,1,0,F,1,2,1,0,27040348,Rio Largo,AL,Maceió,AL,"365,6","423,5",479,"453,4",480,"440,3",A,B
6040,190002926959,Penedo,19,1,3,0,F,1,2,1,1,27047830,Penedo,AL,Penedo,AL,"529,1","435,7","545,2","476,5",600,"517,3",B,B
6041,190002926962,Maceió,17,3,3,0,M,2,2,1,0,27037223,Maceió,AL,Maceió,AL,"619,2","534,1","570,5","516,5",680,"584,06",B,B
6042,190002926963,Santa Luzia do Norte,18,1,3,0,F,1,2,1,0,27040984,Santa Luzia do Norte,AL,Pilar,AL,"354,3","359,1","422,8","385,7",660,"436,38",A,B
6043,190002926986,Flexeiras,18,0,3,0,F,1,2,1,1,27030105,Messias,AL,São Luís do Quitunde,AL,"451,6","454,1","443,4","424,5",640,"482,72",A,B
6044,190002926994,Maceió,17,1,3,0,M,1,3,1,0,27218180,Maceió,AL,Maceió,AL,"681,6","648,1","644,1","828,8",880,"736,52",B,B
6045,190002926999,Penedo,18,1,1,0,F,1,2,1,1,27045552,Penedo,AL,Penedo,AL,"426,6","485,4","514,6","367,2",520,"462,76",B,B
6046,190002927001,Maceió,17,0,3,0,F,1,3,1,1,27226115,Maceió,AL,Maceió,AL,"497,6","555,9","556,9","491,8",620,"544,44",A,B
6047,190002927003,Traipu,17,1,3,0,F,1,2,1,0,27226131,Batalha,AL,Batalha,AL,485,"468,1",489,"456,8",360,"451,78",A,A
6048,190002927013,Maceió,19,1,3,0,F,1,2,1,0,27036987,Maceió,AL,Maceió,AL,"420,9","529,5","541,4",590,880,"592,36",A,A
6049,190002927014,Arapiraca,19,1,3,0,M,1,2,1,1,27215830,Palmeira dos Índios,AL,Arapiraca,AL,"494,1","474,6","505,7","655,5",480,"521,98",A,A
6050,190002927015,Girau do Ponciano,21,1,3,0,F,1,2,1,0,27018997,Girau do Ponciano,AL,Girau do Ponciano,AL,"456,4","468,8","510,8","538,1",520,"498,82",A,A
6051,190002927017,Delmiro Gouveia,19,1,3,0,F,1,2,1,0,27003221,Delmiro Gouveia,AL,Delmiro Gouveia,AL,"406,5","403,3","436,3","394,5",240,"376,12",A,A
6052,190002927020,Arapiraca,17,1,3,0,F,1,3,1,0,27016439,Arapiraca,AL,Arapiraca,AL,477,"417,9","539,8","454,1",540,"485,76",B,B
6053,190002927034,Maceió,18,1,3,0,F,2,2,1,0,27226271,Maceió,AL,Maceió,AL,"425,1","467,7","374,8","501,6",0,"353,84",B,B
6054,190002927045,Santana do Ipanema,19,1,5,0,M,1,2,1,0,27225259,Santana do Ipanema,AL,Santana do Ipanema,AL,"539,7","585,6","569,9","601,7",620,"583,38",A,B
6055,190002927048,Estrela de Alagoas,18,1,3,0,M,1,2,1,0,27012166,Estrela de Alagoas,AL,Palmeira dos Índios,AL,"381,1","452,9","506,5","387,5",560,"457,6",B,B
6056,190002927049,Maceió,18,0,1,0,M,1,2,1,0,27035786,Maceió,AL,Maceió,AL,"563,5","573,7","557,1","606,7",520,"564,2",A,B
6057,190002927054,Maceió,17,1,3,0,M,1,2,1,0,27036782,Maceió,AL,Maceió,AL,"500,9","572,8","590,7",592,580,"567,28",B,B
6058,190002927075,Penedo,18,1,2,0,F,2,2,1,1,27047830,Penedo,AL,Penedo,AL,"483,5","494,6",532,"433,3",500,"488,68",A,A
6059,190002927080,Coruripe,19,1,3,0,M,1,2,1,0,27226328,Coruripe,AL,Coruripe,AL,"493,3",363,"352,6","410,6",380,"399,9",B,B
6060,190002927091,Coruripe,18,1,1,0,F,1,2,1,0,27226328,Coruripe,AL,Coruripe,AL,"439,4","357,1","438,9","449,8",580,"453,04",A,A
6061,190002927100,Matriz de Camaragibe,17,1,4,0,F,1,2,1,1,27029654,Matriz de Camaragibe,AL,Porto Calvo,AL,370,"486,6","520,4",445,560,"476,4",A,B
6062,190002927114,Maceió,18,1,3,0,M,1,2,1,1,27036561,Maceió,AL,Maceió,AL,404,"543,1","534,6","578,4",700,"552,02",A,B
6063,190002927118,Estrela de Alagoas,18,1,3,0,F,1,2,1,0,27012166,Estrela de Alagoas,AL,Palmeira dos Índios,AL,"448,4","353,9","395,3","386,9",460,"408,9",A,B
6064,190002927120,Arapiraca,20,1,1,0,F,1,2,1,0,27016528,Arapiraca,AL,Arapiraca,AL,"387,8","472,1","467,5",545,440,"462,48",A,B
6065,190002927125,São Sebastião,18,1,3,0,F,1,2,1,1,27047830,Penedo,AL,Arapiraca,AL,552,"486,1","562,9","458,1",580,"527,82",B,B
6066,190002927138,São Miguel dos Campos,20,1,4,0,F,1,2,1,0,27043690,São Miguel dos Campos,AL,São Miguel dos Campos,AL,"503,5","507,6","527,4","404,7",680,"524,64",A,A
6067,190002927151,Arapiraca,16,1,4,0,F,1,3,1,1,27255018,Arapiraca,AL,Arapiraca,AL,"432,2","561,9","573,6","561,5",880,"601,84",B,B
6068,190002927155,Santana do Ipanema,18,1,3,0,M,1,2,1,0,27007987,Santana do Ipanema,AL,Santana do Ipanema,AL,"531,5","573,6","495,8","538,2",500,"527,82",B,A
6069,190002927158,Santana do Ipanema,17,1,3,0,M,1,2,1,1,27225259,Santana do Ipanema,AL,Santana do Ipanema,AL,"466,4","414,3","529,3","538,7",780,"545,74",B,B
6070,190002927165,Ouro Branco,32,3,3,0,F,1,2,1,1,27005577,Ouro Branco,AL,Santana do Ipanema,AL,"336,4","430,1","476,1","487,6",640,"474,04",B,B
6071,190002927166,Batalha,18,1,0,0,M,1,2,1,1,27226131,Batalha,AL,Batalha,AL,"393,6","503,8","516,1","505,8",660,"515,86",A,B
6072,190002927178,Maceió,18,3,1,0,M,1,2,1,0,27036685,Maceió,AL,Maceió,AL,"372,9","468,8","445,7","376,3",500,"432,74",B,B
6073,190002927179,Maceió,18,1,3,0,M,1,3,1,0,27214737,Maceió,AL,Maceió,AL,"585,6","563,3","566,6","456,9",760,"586,48",B,B
6074,190002927186,Maceió,20,1,3,0,M,2,2,1,0,27226271,Maceió,AL,Maceió,AL,"403,3","501,2","558,3","378,6",620,"492,28",B,B
